File,Key,English,Danish,German,Spanish,Italian,Portuguese
form/LoginForm,new_account,New account,Ny konto,Neues Konto,Nueva cuenta,Nuovo utente,Nova conta
form/LoginForm,login,Login,Login,Login,Conectarse,Login,Logar
form/LoginForm,invalid_login,Invalid login.,Ugyldigt login.,Login ungültig.,registro no válido.,Utente non valido.,Login inválido.
form/MapcodeForm,map_code,Map code:,Ø-kode:,Kartencode:,Código del mapa:,Codice Mappa:,Código do mapa:
form/MapcodeForm,randomize,Randomize,Tilfældig ø,Zufällig,Aleatorio,Casuale,Randomizar
form/MatchmakingConnectingForm,connecting,Connecting...,Forbinder...,Verbindung wird hergestellt ...,Conectando,Connessione...,Conectando...
form/MatchmakingConnectingForm,connection_failed,Connection to matchmaking server failed. Make sure your internet connection is online and that the game is fully updated.,"Forbindelse til serveren mislykkedes. Sørg for at din internetforbindelse er online, og at spillet er fuldt opdateret.","Die Verbindung zum Spielervermittlungsserver ist fehlgeschlagen. Stellen Sie Sicher, dass Sie mit dem Internet verbunden sind und dass das Spiel auf dem aktuellen Stand ist.",Falló la conexión al servidor matchmaking. Asegúrate que tu conexión a internet está activa y que el juego está correctamente actualizado.,Connessione al server fallita. Assicurati di essere connesso ad internet e che il gioco sia aggiornato.,Conexão para o servidor de matchmaking falhou. Certifique-se de que sua conexão de internet está online e que o jogo está totalmente atualizado.
form/MatchmakingConnectingForm,username_error_too_many,ERROR: Your registration key is already used for another account.,FEJL: Din registreringsnøgle er allerede i brug fra en anden konto.,FEHLER: Ihr Registrierungsschlüssel wird bereits für ein anderes Konto verwendet.,ERROR: Tu clave de registro está siendo utilizado por otra cuenta.,ERRORE: La tua chiave di registrazione è già usata per un''altro utente.,ERRO: Seu código de registro já está em uso em outra conta.
form/MatchmakingConnectingForm,user_error_invalid_email,ERROR: Invalid email address.,FEJL: Ugyldig email adresse.,FEHLER: Ungültige E-Mail-Adresse.,ERROR: Dirección de correo electrónico no válida.,ERROR: Indirizzo email non valido.,ERRO: Endereço de email inválido.
form/MatchmakingConnectingForm,user_error_no_such_user,ERROR: The user does not exist or the password is wrong.,FEJL: Bruger findes ikke eller koderordet er forkert.,"FEHLER: Dieser Benutzer existiert nicht, oder das Kennwort ist falsch.",ERROR: el usuario no existe o la contraseña es incorrecta.,ERROR: L''utente non esiste o la password è errata.,ERRO: O usuário não existe ou a senha está incorreta.
form/MatchmakingConnectingForm,user_error_version_too_old,ERROR: You need to update your version of Tribal Trouble. Update the game on Steam or download the latest from https://tribaltrouble.org,FEJL: Du skal opdatere din version af Tribal Trouble. Opdater spillet på Steam eller hent den nyeste version fra https://tribaltrouble.org,FEHLER: Sie müssen Ihre Version von Tribal Trouble aktualisieren. Aktualisieren Sie das Spiel auf Steam oder laden Sie die neueste Version von https://tribaltrouble.org herunter,ERROR: Necesitas actualizar tu versión de Tribal Trouble. Actualiza el juego en Steam o descarga la última versión desde https://tribaltrouble.org,ERRORE: Devi aggiornare la tua versione di Tribal Trouble. Aggiorna il gioco su Steam o scarica l'ultima versione da https://tribaltrouble.org,ERRO: Você precisa atualizar a sua versão de Tribal Trouble. Atualize o jogo na Steam ou baixe a versão mais recente pelo site: https://tribaltrouble.org
form/MatchmakingConnectingForm,username_error_already_exists,ERROR: A user with that name already exists.,FEJL: En bruger med det navn findes allerede.,FEHLER: Ein Benutzer mit diesem Namen besteht bereits.,ERROR: Ya existe un usuario con ese nombre.,ERRORE: Esiste già un utente con quel nome.,ERRO: Um usuário com esse nome já existe.
form/MatchmakingConnectingForm,username_error_invalid_characters,ERROR: Username contains invalid characters.,FEJL: Brugernavnet indeholder ugyldige tegn.,FEHLER: Der Benutzername enthält ungültige Zeichen.,ERROR: El nombre de usuario contiene caracteres no válidos.,ERROR: Il nome utente contiene caratteri non validi .,ERRO: Nome de usuário contém caracteres inválidos.
form/MatchmakingConnectingForm,username_error_too_short,ERROR: Username too short.,FEJL: Brugernavnet er for kort.,FEHLER: Der Benutzername ist zu kurz.,ERROR: Nombre de usuario demasiado corto.,ERROR: Nome utente troppo corto.,ERRO: Nome de usuário muito curto.
form/MatchmakingConnectingForm,username_error_too_long,ERROR: Username too long.,FEJL: Brugernavnet er for langt.,FEHLER: Der Benutzername ist zu lang.,ERROR: Nombre de usuario demasiado largo.,ERROR: Nome utente troppo lungo.,ERRO: Nome de usuário muito comprido.
form/MatchmakingConnectingForm,user_error_steam_required,ERROR: This server requires Steam login. Launch Tribal Trouble through Steam to connect.,FEJL: Denne server kræver Steam-login. Start Tribal Trouble gennem Steam for at oprette forbindelse.,"FEHLER: Dieser Server erfordert eine Steam-Anmeldung. Starte Tribal Trouble über Steam, um eine Verbindung herzustellen.",ERROR: Este servidor requiere inicio de sesión en Steam. Inicia Tribal Trouble a través de Steam para conectarte.,ERRORE: Questo server richiede il login a Steam. Avvia Tribal Trouble tramite Steam per connetterti.,ERRO: Esse servidor requer um login da Steam. Inicie Tribal Trouble através da Steam para conectar.
form/ModeAndPresetsPanel,caption,Mode & presets,Tilstand og forudindstillinger,Modus & Voreinstellungen,Modo y preajustes,Modalità e preimpostazioni,Modo & predefinições
form/ModeAndPresetsPanel,mode_label,Mode:,Mode:,Modus:,Modo:,Modalità:,Modo:
form/ModeAndPresetsPanel,standard_title,Standard,Standard,Standard,Estándar,Standard,Padrão
form/ModeAndPresetsPanel,save_card,+ Save current as preset,+ Gem nuværende som forudindstilling,+ Aktuellen Wert als Voreinstellung speichern,+ Guardar la configuración actual como preajuste,+ Salva la configurazione corrente come predefinita,+ Salvar atual como predefinição
form/ModeAndPresetsPanel,banner_preset,Preset: {0},Forudindstilling: {0},Voreinstellung: {0},Preestablecido: {0},Preimpostazione: {0},Predefinição: {0}
form/ModeAndPresetsPanel,banner_no_preset,(none),(ingen),(keiner),(ninguno),(nessuno),(nenhum)
form/ModeAndPresetsPanel,banner_modified,(modified),(ændret),(modifiziert),(modificado),(modificato),(modificado)
form/ModeAndPresetsPanel,reset_button,Reset,Nulstil,Zurücksetzen,Reiniciar,Reset,Resetar
form/ModeAndPresetsPanel,update_button,Update,Opdatering,Aktualisieren,Actualizar,Aggiornamento,Atualizar
form/NewCampaignForm,caption,New Campaign,Nyt Felttog,Neuer Feldzug,Campaña nueva,Nuova Campagna,Nova Campanha
form/NewCampaignForm,name,Name:,Navn:,Name:,Nombre:,Nome:,Nome:
form/NewCampaignForm,race,Race:,Folk:,Volk:,Raza:,Razza:,Raça:
form/NewCampaignForm,vikings,Vikings,Vikinger,Wikinger,Vikingos,Vichinghi,Vikings
form/NewCampaignForm,natives,Natives,Indfødte,Eingeborene,Indígenas,Nativi,Indígenas
form/NewCampaignForm,difficulty,Difficulty:,Sværhedsgrad:,Schwierigkeitsstufe:,Dificultad:,Difficoltà:,Dificuldade:
form/NewCampaignForm,easy,Easy,Let,Leicht,Fácil,Facile,Fácil
form/NewCampaignForm,normal,Normal,Normal,Normal,Normal,Normale,Normal
form/NewCampaignForm,hard,Hard,Svær,Schwer,Difícil,Difficile,Difícil
form/NewCampaignForm,failed_message,Error accessing file {0}. Make sure the directory is accessible. ({1}),Fejl under åbning af filen {0}. Sørg for at mappen er tilgængelig. ({1}),"Fehler beim Zugreifen auf Datei {0}. Stellen Sie sicher, dass auf das Verzeichnis zugegriffen werden kann. ({1})",Error accediendo al fichero {0}. Asegúrate que el directorio es accesible. ({1}),Errore di accesso al file {0}. Assicurati che la cartella sia accessibile. ({1}),Erro ao acessar arquivo {0}. Tenha certeza de que o diretório é acessível. ({1})
form/NewCampaignForm,invalid,Invalid name,Ugyldigt navn,Ungültiger Name,Nombre no válido,Nome invalido,Nome inválido
form/NewCampaignForm,exists,Name already exists,Navnet findes allerede,Der Name besteht bereits,Ese nombre ya existe,Il nome esiste già,Nome já existe
form/NewCampaignForm,native_unavailable,The Viking campaign must be completed first.,Vikingefelttoget skal gennemføres først.,Der Wikingerfeldzug muss zuerst beendet werden.,Antes debes completar la campaña vikinga.,Devi completare prima la campagna Vichinga.,A campanha Viking precisa ser completada primeiro.
form/NewProfileForm,create_profile_caption,Create new profile,Opret ny profil,Neues Profil erstellen,Crear nuevo perfil,Crea un nuovo profilo,Crie um novo perfil
form/NewProfileForm,nick,Profile nick:,Profilnavn:,Profilnick:,Nick del perfil:,Nick profilo:,Apelido do perfil:
form/NewProfileForm,create_profile,Create profile,Opret profil,Profil erstellen,Crear perfil,Crea profilo,Criar perfil
form/NewUserForm,create_new_user_caption,Create new user,Opret ny bruger,Neuen Benutzer erstellen,Crear nuevo usuario,Crea nuovo utente,Criar novo usuário
form/NewUserForm,user_name,User name:,Brugernavn:,Benutzername:,Nombre de usuario:,Nome utente:,Nome de usuário:
form/NewUserForm,email,Email:,Email:,E-Mail:,Email:,Email:,Email:
form/NewUserForm,password,Password:,Kodeord:,Kennwort:,Contraseña:,Password:,Senha:
form/NewUserForm,reenter_password,Re-enter password:,Indtast kodeord igen:,Kennwort erneut eingeben:,Re-introduce la contraseña:,Ridigita la password:,Insira a senha novamente:
form/NewUserForm,one_user_per_key,Note that you can only create one user per registration key.,Bemærk at du kun kan oprette en bruger per registreringsnøgle.,"Beachten Sie, dass nur ein Benutzer pro Registrierungsschlüssel erstellt werden kann.",Date cuenta que sólo puedes crear un usuario por clave de registro.,Nota: puoi creare un solo utente per chiave di registrazione.,Lembre-se de que você pode apenas criar um usuário por código de registro.
form/NewUserForm,create_user,Create User,Opret bruger,Benutzer erstellen,Crear usuario,Crea Utente,Criar usuário
form/NewUserForm,no_match,"Passwords don''t match, please re-enter.",Kodeordene passer ikke sammen. Indtast dem igen.,"Die Kennwörter stimmen nicht überein, wiederholen Sie die Eingabe.",Las contraseñas no coinciden. Vuelve a teclearlas.,"Password errata, ridigitare.","As senhas não batem, por favor, insira novamente."
form/NewUserForm,min_length_error,Password must be at least {0} characters.,Kodeordet skal være mindst {0} tegn langt.,Das Kennwort muss mindestens {0} Zeichen umfassen.,La contraseña debe tener al menos {0} caracteres.,La password dev''essere lunga minimo {0} caratteri.,A senha deve conter pelo menos {0} caracteres.
form/NewUserForm,invalid_email,Invalid email address.,Ugyldig email adresse.,Ungültige E-Mail-Adresse.,Email no válido.,Indirizzo email non valido.,Endereço de email inválido.
form/NewUserForm,invalid_login,Login is not valid.,Login er ugyldigt.,Ungültiges Login.,Login no válido.,Nome utente non valido.,Login não é válido.
form/OptionsMenu,options_caption,Options,Indstillinger,Optionen,Opciones,Opzioni,Opções
form/OptionsMenu,general_settings_caption,General,Generelt,Allgemein,General,Generale,Geral
form/OptionsMenu,graphics_caption,Graphics,Grafik,Grafik,Gráficos,Grafica,Gráficos
form/OptionsMenu,accessibility_caption,Accessibility,Tilgængelighed,Barrierefreiheit,Accesibilidad,Accessibilità,Acessibilidade
form/OptionsMenu,sound_caption,Sound,Lyd,Sound,Sonido,Suono,Som
form/OptionsMenu,report_bug_caption,Report bug,Fejlrapport,Fehler melden,Informe de Error,Rapporto di errore,Reporte um bug
form/OptionsMenu,music,Music,Musik,Musik,Música,Musica,Música
form/OptionsMenu,music_volume,Music volume:,Musikvolumen:,Lautstärke Musik:,Volumen de música:,Volume musica:,Volume da música:
form/OptionsMenu,low,Low,Lav,Niedrig,Bajo,Basso,Baixo
form/OptionsMenu,medium,Medium,Medium,Mittel,Medio,Medio,Médio
form/OptionsMenu,high,High,Høj,Hoch,Alto,Alto,Alto
form/OptionsMenu,sound_effects,Sound effects,Lydeffekter,Soundeffekte,Efectos de Sonido,Effetti sonori,Efeitos sonoros
form/OptionsMenu,sound_effects_volume,Sound effects volume:,Lydeffektvolumen:,Soundeffektlautstärke:,Volumen de los efectos de sonido:,Volume effetti sonori:,Volume dos efeitos sonoros:
form/OptionsMenu,fullscreen,Fullscreen,Fuldskærm,Vollbildmodus,Pantalla completa,Schermo intero,Tela cheia
form/OptionsMenu,fullscreen_tip,Run game in fullscreen mode,Kør spil i fuldskærm,Spiel im Vollbildmodus ausführen,Ejecutar juego en modo de pantalla completa.,Gioca a schermo intero,Rodar jogo no modo de tela cheia
form/OptionsMenu,confine_cursor,Confine cursor to window,Begræns markøren til vinduet,Cursor auf Fenster beschränken,Limitar el cursor a la ventana,Limita il cursore alla finestra,Confinar cursor para a janela
form/OptionsMenu,confine_cursor_tip,Lock the mouse pointer inside the game window,Lås musemarkøren inde i spilvinduet,Den Mauszeiger im Spielfenster fixieren,Bloquear el puntero del ratón dentro de la ventana del juego.,Blocca il puntatore del mouse all'interno della finestra di gioco.,Travar o ponteiro doo mouse dentro da janela do jogo
form/OptionsMenu,hardware_cursor,Hardware cursor,Hardwaremarkør,Hardwarecursor,Cursor acelerado por hardware,Cursore Hardware,Cursor do hardware
form/OptionsMenu,hardware_cursor_tip,Hardware accelerated cursor ({0}),Hardwareaccelereret markør ({0}),Mauszeiger hardwarebeschleunigt ({0}),Cursor acelerado por hardware ({0}),Cursore Hardware accelerato ({0}),Cursor acelerado pelo hardware ({0})
form/OptionsMenu,ui_scale,UI Scale,UI-skalering,UI-Skalierung,Escala de la IU,Scala interfaccia,Escala da UI
form/OptionsMenu,invert_camera_pitch,Invert vertical axis,Inverter lodret akse,Vertikale Achse umkehren,Invertir eje vertical,Inverti asse verticale,Inverter eixo vertical
form/OptionsMenu,invert_camera_pitch_tip,Invert vertical camera controls,Inverter lodrette kamerakontroller,Vertikale Kamerasteuerung umkehren,Invertir controles de cámara vertical,Inverti i controlli verticali della telecamera,Inverter controles verticais da câmera
form/OptionsMenu,invert_camera_yaw,Invert horizontal axis,Inverter vandret akse,Horizontale Achse umkehren,Invertir eje horizontal,Inverti asse orizzontale,Inverter eixo horizontal
form/OptionsMenu,invert_camera_yaw_tip,Invert horizontal camera controls,Inverter vandrette kamerakontroller,Horizontale Kamerasteuerung umkehren,Invertir controles de cámara horizontales,Inverti i controlli orizzontali della telecamera,Inverter controles horizontais da câmera
form/OptionsMenu,aggressive_units,Aggressive units,Aggressive enheder,Agressive Einheiten,Unidades agresivas,Unità aggressive,Unidades agressivas
form/OptionsMenu,aggressive_units_tip,Units attack on sight when moving ({0}),Enheder i bevægelse angriber fjender i nærheden ({0}),Einheiten greifen bei Bewegung alles in Sichtweite an ({0}),Las unidades atacan al avistar mientras se mueven ({0}),Le unità attaccano a vista quando si muovono ({0}),Unidades atacam ao avistarem unidades inimigas enquanto se movem ({0})
form/OptionsMenu,show_compass,Show compass,Vis kompas,Kompass anzeigen,Mostrar brújula,Mostra bussola,Mostrar bússula
form/OptionsMenu,show_compass_tip,Display the compass indicator in the bottom-right corner,Vis kompasindikator i nederste højre hjørne,Zeige den Kompassanzeiger in der unteren rechten Ecke an,Mostrar el indicador de brújula en la esquina inferior derecha,Mostra l'indicatore della bussola nell'angolo in basso a destra,Mostrar o indicador de bússula no canto inferior direito
form/OptionsMenu,multiplayer_domain,Multiplayer Domain,Multiplayer-domæne,Mehrspieler-Domäne,Dominio multijugador,Dominio multigiocatore,Domínio Multijogador
form/OptionsMenu,domain_update,Update,Opdatering,Aktualisieren,Actualizar,Aggiornamento,Atualizar
form/OptionsMenu,domain_reset,Reset,Nulstil,Zurücksetzen,Reiniciar,Reset,Resetar
form/OptionsMenu,domain_updated,Updated!,Opdateret!,Aktualisiert!,¡Actualizado!,Aggiornato!,Atualizado!
form/OptionsMenu,graphical_detail,Graphical detail:,Grafisk detaljegrad:,Grafikdetails:,Detalle Gráfico:,Dettaglio grafico:,Detalhe gráfico:
form/OptionsMenu,display_mode,Display mode,Opløsning,Anzeigemodus,Modo de visualización,Modo display,Modo de exibição
form/OptionsMenu,mode,{0}x{1} {2} Hz,{0}x{1} {2} Hz,{0}x{1} {2} Hz,{0}x{1} {2} Hz,{0}x{1} {2} Hz,{0}x{1} {2} Hz
